pair_id,cx,cy,corr_score,psr,context_128,phase_residual,phase_penalty,dist_to_center,peak_margin,is_correct,ncc_delta,center_delta,phase_delta,context_delta,rank_by_ncc,rank_by_phase,rank_by_center,family_size,family_population,nearest_competitor_ncc
pair_000,576.0,641.0,0.840872585773468,2.8378562927246094,0.6687271432217669,0.06407401710748672,0.05,160.17802595861892,0.840872585773468,0,0.08682405948638916,-185.49589279878856,0.012420648708939552,0.07856872506671508,1,178,24,14,14,0.8390869498252869
pair_000,568.0,156.0,0.839837908744812,2.745025873184204,0.6656093323347351,0.06151045486330986,0.05,350.65652710308984,0.839837908744812,0,0.08578938245773315,4.982608345682365,0.009857086464762688,0.0754509141796833,2,170,109,17,17,0.8367828726768494
pair_000,577.0,695.0,0.8390869498252869,2.727231740951538,0.6010283123043213,0.07044041156768799,0.05,209.65209276322523,0.8390869498252869,0,0.08503842353820801,-136.02182599418225,0.018787043169140816,0.010869894149269532,3,191,44,13,13,0.840872585773468
pair_000,572.0,404.0,0.8382015824317932,2.736921548843384,0.6691603767839079,0.0789584144949913,0.05,120.0,0.8382015824317932,1,0.08415305614471436,-225.67391875740748,0.02730504609644413,0.07900195862885617,4,199,16,20,20,0.8324360847473145
pair_000,569.0,210.0,0.8367828726768494,2.733689308166504,0.6018595538022651,0.0692516416311264,0.05,298.0956222422597,0.8367828726768494,0,0.08273434638977051,-47.57829651514777,0.01759827323257923,0.011701135647213312,5,190,80,19,19,0.839837908744812
pair_000,572.0,393.0,0.8324360847473145,2.7092792987823486,0.6602733270912781,0.058516789227724075,0.16249999999999998,128.96898852049665,0.8324360847473145,1,0.0783875584602356,-216.70493023691083,0.006863420829176903,0.0701149089362263,6,158,18,20,20,0.8382015824317932
pair_000,573.0,458.0,0.8304392695426941,2.7002923488616943,0.5995078012811175,0.05520132929086685,0.05,84.21995013059554,0.8304392695426941,0,0.07639074325561523,-261.45396862681196,0.0035479608923196793,0.009349383126065702,7,133,9,20,20,0.8382015824317932
pair_000,569.0,226.0,0.8287848830223083,2.7030184268951416,0.7333827432377741,0.06432366371154785,0.05,282.55441953719287,0.8287848830223083,0,0.07473635673522949,-63.11949922021461,0.012670295313000679,0.14322432508272231,8,180,76,19,19,0.839837908744812
pair_000,567.0,102.0,0.8285161852836609,2.793414354324341,0.7251845580095708,0.044237662106752396,0.05,403.6000495540108,0.8285161852836609,0,0.07446765899658203,57.92613079660333,-0.007415706291794777,0.13502613985451906,9,36,154,13,13,0.839837908744812
pair_000,298.0,209.0,0.828399658203125,2.6922178268432617,0.6658941565581917,0.044793371111154556,0.05,354.2386201418473,0.828399658203125,0,0.07435113191604614,8.564701384439843,-0.006859997287392616,0.07573573840313996,10,41,112,20,20,0.8228095173835754
pair_000,577.0,711.0,0.8280252814292908,2.789961576461792,0.7328451463981336,0.06261326372623444,0.05,224.61077445216202,0.8280252814292908,0,0.07397675514221191,-121.06314430524546,0.010959895327687263,0.14268672824308182,11,174,53,13,13,0.840872585773468
pair_000,576.0,652.0,0.8279562592506409,2.6918911933898926,0.6579300440445364,0.05873101204633713,0.05,169.941166289984,0.8279562592506409,0,0.07390773296356201,-175.73275246742347,0.007077643647789955,0.0677716258894846,12,162,26,14,14,0.840872585773468
pair_000,306.0,694.0,0.8270753026008606,2.686185598373413,0.6580249838550423,0.047486625611782074,0.05,274.35743110038044,0.8270753026008606,0,0.07302677631378174,-71.31648765702704,-0.004166742786765099,0.0678665656999905,13,60,74,14,14,0.8099305033683777
pair_000,573.0,447.0,0.8264375925064087,2.6877353191375732,0.5938147839575789,0.08118438720703125,0.05,90.21086409075129,0.8264375925064087,0,0.07238906621932983,-255.4630546666562,0.029531018808484077,0.0036563658025271506,14,200,10,20,20,0.8382015824317932
pair_000,301.0,387.0,0.8239536881446838,2.670063018798828,0.595687586312959,0.06638387590646744,0.05,228.84492565927695,0.8239536881446838,0,0.06990516185760498,-116.82899309813052,0.014730507507920265,0.0055291681579072716,15,184,55,20,20,0.8232266306877136
pair_000,302.0,446.0,0.8232266306877136,2.669085741043091,0.6598995187555473,0.057143181562423706,0.0875,205.23157651784484,0.8232266306877136,0,0.06917810440063477,-140.44234223956263,0.0054898131638765335,0.06974110060049554,16,148,41,21,21,0.8239536881446838
pair_000,297.0,139.0,0.8228095173835754,2.6787540912628174,0.5929124923446443,0.06107369065284729,0.16249999999999998,414.16180412973864,0.8228095173835754,0,0.06876099109649658,68.48788537233116,0.009420322254300117,0.0027540741895925036,17,168,163,18,18,0.828399658203125
pair_000,568.0,167.0,0.8228044509887695,2.676509141921997,0.6559394525393507,0.07191435247659683,0.05,339.8720347424895,0.8228044509887695,0,0.06875592470169067,-5.80188401491796,0.02026098407804966,0.06578103438429894,18,195,94,18,18,0.839837908744812
pair_000,573.0,474.0,0.8210021257400513,2.668327569961548,0.7244758205121671,0.035430535674095154,0.1662132317597294,77.4919350642375,0.8210021257400513,0,0.06695359945297241,-268.18198369316997,-0.01622283272445202,0.1343174023571153,19,4,6,19,19,0.8382015824317932
pair_000,838.0,103.0,0.8202914595603943,2.7061495780944824,0.6596730451495443,0.07095249742269516,0.05,521.3952435532951,0.8202914595603943,0,0.06624293327331543,175.72132479588765,0.019299129024147987,0.06951462699449251,20,193,198,15,15,0.8154555559158325
pair_000,301.0,376.0,0.8191542625427246,2.7405130863189697,0.5905717329716635,0.04133092239499092,0.16249999999999998,234.47174669882938,0.8191542625427246,0,0.06510573625564575,-111.2021720585781,-0.010322446003556252,0.00041331481661177616,21,23,58,19,19,0.8239536881446838
pair_000,840.0,227.0,0.8191380500793457,2.704312562942505,0.6595601364374828,0.053414806723594666,0.05,436.0378423944417,0.8191380500793457,0,0.06508952379226685,90.36392363703425,0.001761438325047493,0.06940171828243102,22,123,170,15,15,0.8154555559158325
pair_000,303.0,500.0,0.8190703392028809,2.6499369144439697,0.5941938681944797,0.05817196145653725,0.16249999999999998,197.0,0.8190703392028809,0,0.065021812915802,-148.67391875740748,0.006518593057990074,0.004035450039427957,23,156,32,18,18,0.8232266306877136
pair_000,302.0,457.0,0.8187663555145264,2.6564462184906006,0.657958712906874,0.048425741493701935,0.125,202.6153992173349,0.8187663555145264,0,0.06471782922744751,-143.05851954007258,-0.0032276269048452377,0.06780029475182225,24,68,40,21,21,0.8239536881446838
pair_000,580.0,882.0,0.8183148503303528,2.65285325050354,0.6823045456002249,0.05346839129924774,0.05,390.287073831558,0.8183148503303528,0,0.06426632404327393,44.61315507415054,0.0018150229007005692,0.09214612744517314,25,125,144,11,11,0.8082171082496643
pair_000,847.0,642.0,0.8182953000068665,2.6964876651763916,0.586171349032494,0.04181089252233505,0.05,374.9306602559999,0.8182953000068665,0,0.0642467737197876,29.25674149859242,-0.00984247587621212,-0.0039870691225577515,26,26,133,16,16,0.8125502467155457
pair_000,844.0,475.0,0.8170263767242432,2.652930736541748,0.6548437509739037,0.05518600344657898,0.05,344.90723390500233,0.8170263767242432,0,0.0629778504371643,-0.7666848524051488,0.003532635048031807,0.06468533281885191,27,132,97,19,19,0.8156884908676147
pair_000,297.0,155.0,0.8170180916786194,2.656256675720215,0.7216912035010346,0.04818187654018402,0.05,400.2923931328198,0.8170180916786194,0,0.06296956539154053,54.61847437541235,-0.0034714918583631516,0.13153278534598278,28,66,150,20,20,0.828399658203125
pair_000,567.0,113.0,0.8166486024856567,2.6606736183166504,0.7131556628883716,0.06773283332586288,0.05,392.75692228145385,0.8166486024856567,0,0.06260007619857788,47.083003524046376,0.016079464927315712,0.12299724473331985,29,187,146,14,14,0.839837908744812
pair_000,843.0,405.0,0.8156884908676147,2.6461591720581055,0.5923027107108552,0.05534327030181885,0.05,355.9129106958611,0.8156884908676147,0,0.06163996458053589,10.238991938453637,0.003689901903271675,0.0021442925558033954,30,134,113,19,19,0.8170263767242432
pair_000,839.0,157.0,0.8154555559158325,2.6490581035614014,0.5924262015347624,0.04896159470081329,0.17694368026754387,482.2551192055923,0.8154555559158325,0,0.06140702962875366,136.5812004481848,-0.002691773697733879,0.002267783379710675,31,73,188,19,19,0.8202914595603943
pair_000,303.0,511.0,0.8144519925117493,2.7053842544555664,0.5900947250977763,0.0469985231757164,0.16249999999999998,197.3068675946177,0.8144519925117493,0,0.06040346622467041,-148.36705116278978,-0.004654845222830772,-6.369305727549346e-05,32,58,33,16,16,0.8232266306877136
pair_000,569.0,199.0,0.8135692477226257,2.639909029006958,0.581876345489304,0.06140737235546112,0.05,308.80738333142233,0.8135692477226257,0,0.059520721435546875,-36.86653542598515,0.009754003956913948,-0.008282072665747764,33,169,83,20,20,0.839837908744812
pair_000,844.0,464.0,0.8132544755935669,2.63797664642334,0.6550397427546626,0.0542018823325634,0.16249999999999998,345.878591416121,0.8132544755935669,0,0.05920594930648804,0.20467265871354812,0.0025485139340162277,0.06488132459961082,34,129,101,19,19,0.8170263767242432
pair_000,838.0,114.0,0.8132100701332092,2.6371865272521973,0.6545336523046006,0.06692592799663544,0.05,513.069196112961,0.8132100701332092,0,0.05916154384613037,167.3952773555535,0.015272559598088264,0.06437523414954882,35,186,195,16,16,0.8202914595603943
pair_000,298.0,198.0,0.8129962682723999,2.626636028289795,0.6483437001092281,0.04440192133188248,0.05,363.3290519625426,0.8129962682723999,0,0.058947741985321045,17.655133205135144,-0.007251447066664696,0.05818528195417638,36,38,121,20,20,0.828399658203125
pair_000,568.0,145.0,0.8127782940864563,2.6320981979370117,0.6410016844453622,0.053311172872781754,0.16249999999999998,361.4540081393482,0.8127782940864563,0,0.05872976779937744,15.78008938194074,0.001657804474234581,0.05084326629031044,37,121,119,17,17,0.839837908744812
pair_000,847.0,658.0,0.8125502467155457,2.6333014965057373,0.7163172866205734,0.05011501535773277,0.125,381.27811371753296,0.8125502467155457,0,0.0585017204284668,35.60419496012548,-0.0015383530408143997,0.1261588684655216,38,85,140,15,15,0.8182953000068665
pair_000,301.0,403.0,0.8115187883377075,2.6242568492889404,0.7174921915481132,0.04290752857923508,0.05,221.38202275704322,0.8115187883377075,0,0.05747026205062866,-124.29189600036426,-0.008745839819312096,0.1273337733930614,39,30,51,22,22,0.8239536881446838
pair_000,306.0,683.0,0.8099305033683777,2.6124703884124756,0.6444118687119313,0.049985598772764206,0.05,266.6927070618917,0.8099305033683777,0,0.05588197708129883,-78.98121169551575,-0.0016677696257829666,0.05425345055687958,40,84,70,14,14,0.8270753026008606
pair_000,577.0,684.0,0.8089557886123657,2.6109328269958496,0.5787322867926801,0.06002425402402878,0.16249999999999998,199.46177578674065,0.8089557886123657,0,0.054907262325286865,-146.21214297066683,0.008370885625481606,-0.011426131362371694,41,165,37,13,13,0.840872585773468
pair_000,580.0,893.0,0.8082171082496643,2.6913797855377197,0.6781260429195521,0.04439055547118187,0.1662132317597294,401.05984590831326,0.8082171082496643,0,0.05416858196258545,55.385927150905786,-0.007262812927365303,0.08796762476450037,42,37,151,11,11,0.8183148503303528
pair_000,839.0,173.0,0.8080644607543945,2.624462127685547,0.7184069573230654,0.05586566403508186,0.05,471.00955404322747,0.8080644607543945,0,0.054015934467315674,125.33563528581999,0.004212295636534691,0.1282485391680136,43,143,182,20,20,0.8202914595603943
pair_000,843.0,394.0,0.8074402809143066,2.6139822006225586,0.5827045934951103,0.04969273507595062,0.05,359.0055709874152,0.8074402809143066,0,0.05339175462722778,13.331652230007705,-0.00196063332259655,-0.007453824659941488,44,79,116,19,19,0.8170263767242432
pair_000,579.0,828.0,0.8068385720252991,2.6720688343048096,0.7275854202929799,0.05297412723302841,0.16249999999999998,337.37960815674677,0.8068385720252991,0,0.052790045738220215,-8.294310600660708,0.0013207588344812393,0.13742700213792813,45,116,93,13,13,0.8183148503303528
pair_000,843.0,421.0,0.8063347339630127,2.6142899990081787,0.7137958342301187,0.05566977337002754,0.05,351.98011307458836,0.8063347339630127,0,0.05228620767593384,6.306194317180882,0.00401640497148037,0.12363741607506695,46,141,110,20,20,0.8170263767242432
pair_000,569.0,237.0,0.8055756092071533,2.6884279251098633,0.7087767268546421,0.05068059638142586,0.05,271.9007171744863,0.8055756092071533,0,0.05152708292007446,-73.77320158292116,-0.000972772017121315,0.11861830869959034,47,92,73,18,18,0.839837908744812
pair_000,574.0,501.0,0.8043465614318848,2.638111114501953,0.5142241358312313,0.055894237011671066,0.05,74.00675644831355,0.8043465614318848,0,0.05029803514480591,-271.6671623090939,0.004240868613123894,-0.07593428232382049,48,144,1,18,18,0.8382015824317932
pair_000,309.0,865.0,0.802534282207489,2.6000497341156006,0.6165695941494576,0.06353577226400375,0.05,411.9538809138712,0.802534282207489,0,0.048485755920410156,66.27996215646374,0.011882403865456581,0.02641117599440579,49,177,161,11,11,0.7945231795310974
pair_000,298.0,220.0,0.8023778796195984,2.5879735946655273,0.645706093413347,0.05345124378800392,0.16249999999999998,345.2593228285081,0.8023778796195984,0,0.04832935333251953,-0.4145959288993595,0.001797875389456749,0.05554767525829518,50,124,99,20,20,0.828399658203125
pair_000,572.0,415.0,0.8015616536140442,2.587859630584717,0.6436233994295898,0.05385791137814522,0.16249999999999998,111.39569111954016,0.8015616536140442,1,0.04751312732696533,-234.2782276378673,0.0022045429795980453,0.053464981274538026,51,126,14,21,21,0.8382015824317932
pair_000,572.0,377.0,0.8005842566490173,2.6280548572540283,0.5086627860908395,0.06290200352668762,0.05,142.52368224263643,0.8005842566490173,1,0.04653573036193848,-203.15023651477105,0.01124863512814045,-0.08149563206421229,52,176,20,20,20,0.8382015824317932
pair_000,306.0,705.0,0.8002045154571533,2.596230983734131,0.6387472202339529,0.05229129642248154,0.05,282.24280327406046,0.8002045154571533,0,0.04615598917007446,-63.431115483347014,0.0006379280239343643,0.04858880207890115,53,111,75,15,15,0.8270753026008606
pair_000,580.0,866.0,0.800133228302002,2.5834929943084717,0.5589288437515847,0.045829448848962784,0.05,374.641161646715,0.800133228302002,0,0.046084702014923096,28.9672428893075,-0.005823919549584389,-0.031229574403467075,54,48,132,11,11,0.8183148503303528
pair_000,850.0,829.0,0.7995795011520386,2.6069421768188477,0.6616200639074571,0.04909485951066017,0.1662132317597294,480.3550770003373,0.7995795011520386,0,0.04553097486495972,134.68115824292983,-0.002558508887887001,0.07146164575240532,55,76,187,8,8,0.7982391715049744
pair_000,851.0,883.0,0.7982391715049744,2.6073710918426514,0.6077296583706825,0.051975760608911514,0.05,519.5093839383462,0.7982391715049744,0,0.04419064521789551,173.83546518093874,0.00032239221036434174,0.017571240215630723,56,106,197,7,7,0.7995795011520386
pair_000,848.0,701.0,0.7981582880020142,2.6359026432037354,0.6364250992404707,0.05069739744067192,0.16249999999999998,401.8768468075761,0.7981582880020142,0,0.0441097617149353,56.20292805016862,-0.0009559709578752518,0.04626668108541898,57,93,152,14,14,0.8182953000068665
pair_000,579.0,839.0,0.7979839444160461,2.5799803733825684,0.7247050488013319,0.05687393248081207,0.16249999999999998,348.0833233580718,0.7979839444160461,0,0.043935418128967285,2.4094046006643453,0.0052205640822649,0.13454663064628014,58,147,105,12,12,0.8183148503303528
pair_000,302.0,430.0,0.7976576089859009,2.569284677505493,0.5143262412419718,0.06816267222166061,0.16249999999999998,210.00952359357422,0.7976576089859009,0,0.04360908269882202,-135.66439516383326,0.01650930382311344,-0.07583217691307997,59,188,45,23,23,0.8239536881446838
pair_000,850.0,840.0,0.7965714931488037,2.5722899436950684,0.6631017655508384,0.04833094775676727,0.16249999999999998,487.95491595023407,0.7965714931488037,0,0.042522966861724854,142.2809971928266,-0.0033224206417798996,0.07294334739578667,60,67,189,7,7,0.7995795011520386
pair_000,847.0,669.0,0.7954944968223572,2.5736634731292725,0.7001819718350193,0.04516500607132912,0.125,385.9663197741482,0.7954944968223572,0,0.04144597053527832,40.29240101674071,-0.006488362327218056,0.11002355367996752,61,44,141,15,15,0.8182953000068665
pair_000,297.0,128.0,0.79531329870224,2.570218086242676,0.569929730765123,0.07080750167369843,0.16249999999999998,423.78414316724974,0.79531329870224,0,0.04126477241516113,78.11022440984226,0.019154133275151253,-0.02022868738992878,62,192,166,18,18,0.828399658203125
pair_000,840.0,216.0,0.7947288155555725,2.575434446334839,0.6369837791521631,0.0486919991672039,0.16249999999999998,443.0079006067499,0.7947288155555725,0,0.04068028926849365,97.33398184934242,-0.0029613692313432693,0.04682536099711132,63,71,173,17,17,0.8191380500793457
pair_000,309.0,881.0,0.7945231795310974,2.567173719406128,0.7195487158610985,0.04499105364084244,0.05,426.19479114602046,0.7945231795310974,0,0.040474653244018555,80.52087238861299,-0.006662314757704735,0.1293902977060467,64,42,167,11,11,0.802534282207489
pair_000,297.0,166.0,0.793112576007843,2.566438674926758,0.7013538977831885,0.05553201213479042,0.05,390.85163425525036,0.793112576007843,0,0.03906404972076416,45.17771549784288,0.003878643736243248,0.1111954796281367,65,138,145,20,20,0.828399658203125
pair_000,305.0,651.0,0.7930291891098022,2.5874171257019043,0.6995075089756212,0.04908575117588043,0.16249999999999998,246.62927644543743,0.7930291891098022,0,0.03898066282272339,-99.04464231197005,-0.0025676172226667404,0.10934909082056943,66,75,63,15,15,0.8270753026008606
pair_000,839.0,184.0,0.7918322682380676,2.5687718391418457,0.7012814281424581,0.046771954745054245,0.05,463.4403953045095,0.7918322682380676,0,0.03778374195098877,117.766476547102,-0.0048814136534929276,0.11112300998740632,67,55,180,20,20,0.8202914595603943
pair_000,844.0,448.0,0.7868227958679199,2.5413126945495605,0.5081361072517563,0.053204670548439026,0.05,347.90803382503253,0.7868227958679199,0,0.032774269580841064,2.234115067625055,0.0015513021498918533,-0.08202231090329548,68,118,104,21,21,0.8170263767242432
pair_000,576.0,668.0,0.7860278487205505,2.5315136909484863,0.7568302160036617,0.07779499888420105,0.05,184.39088914585776,0.7860278487205505,0,0.03197932243347168,-161.28302961154972,0.026141630485653877,0.16667179784860997,69,198,29,14,14,0.840872585773468
pair_000,839.0,146.0,0.7840520143508911,2.523258924484253,0.5683177949223774,0.05949714779853821,0.05,490.13977598232117,0.7840520143508911,0,0.030003488063812256,144.4658572249137,0.007843779399991035,-0.021840623232674328,70,164,190,19,19,0.8202914595603943
pair_000,303.0,489.0,0.783054769039154,2.5088701248168945,0.5646897477773395,0.04285799711942673,0.16249999999999998,197.3068675946177,0.783054769039154,0,0.029006242752075195,-148.36705116278978,-0.008795371279120445,-0.025468670377712277,71,29,34,19,19,0.8239536881446838
pair_000,574.0,512.0,0.7820997834205627,2.659367561340332,0.5135921869802856,0.04662729799747467,0.05,74.96665925596525,0.7820997834205627,0,0.028051257133483887,-270.7072595014422,-0.005026070401072502,-0.07656623117476613,72,53,4,17,17,0.8382015824317932
pair_000,842.0,367.0,0.7812321186065674,2.6102888584136963,0.7618698020927017,0.048504218459129333,0.05,366.95095040073136,0.7812321186065674,0,0.027183592319488525,21.27703164332388,-0.003149149939417839,0.17171138393764995,73,69,124,17,17,0.8170263767242432
pair_000,305.0,640.0,0.7809652090072632,2.6653881072998047,0.7077931043818579,0.04956650361418724,0.16249999999999998,240.05207768315609,0.7809652090072632,0,0.026916682720184326,-105.62184107425139,-0.002086864784359932,0.11763468622680617,74,78,60,14,14,0.8270753026008606
pair_000,848.0,707.0,0.780727744102478,2.623699426651001,0.5034475881918855,0.04369766637682915,0.16249999999999998,404.911101354359,0.780727744102478,0,0.02667921781539917,59.23718259695153,-0.007955702021718025,-0.08671082996316626,75,35,155,15,15,0.8182953000068665
pair_000,573.0,436.0,0.7805724143981934,2.5048327445983887,0.5549088157163954,0.05634061247110367,0.05,97.082439194738,0.7805724143981934,0,0.026523888111114502,-248.59147956266946,0.004687244072556496,-0.03524960243865638,76,145,11,21,21,0.8382015824317932
pair_000,568.0,183.0,0.7797660231590271,2.5146400928497314,0.754785127798397,0.05860752612352371,0.05,324.211350819184,0.7797660231590271,0,0.025717496871948242,-21.462567938223458,0.00695415772497654,0.16462670964334525,77,161,88,20,20,0.839837908744812
pair_000,298.0,182.0,0.7794005274772644,2.5076889991760254,0.49941138530502366,0.07543346285820007,0.05,376.7333274346723,0.7794005274772644,0,0.025352001190185547,31.0594086772648,0.0237800944596529,-0.09074703285002811,78,197,134,21,21,0.828399658203125
pair_000,306.0,667.0,0.7783944010734558,2.4962127208709717,0.5004155759782094,0.05780823528766632,0.05,255.9785147234041,0.7783944010734558,0,0.024345874786376953,-89.69540403400339,0.006154866889119148,-0.08974284217684236,79,155,65,15,15,0.8270753026008606
pair_000,844.0,491.0,0.7779768109321594,2.5039305686950684,0.7502842326487077,0.04772040620446205,0.16249999999999998,344.11771241829445,0.7779768109321594,0,0.023928284645080566,-1.5562063391130323,-0.003932962194085121,0.16012581449365593,80,63,95,19,19,0.8170263767242432
pair_000,573.0,485.0,0.7776055932044983,2.5007851123809814,0.6845441588005868,0.052794817835092545,0.16249999999999998,74.52516353554684,0.7776055932044983,0,0.023557066917419434,-271.14875522186065,0.001141449436545372,0.09438574064553507,81,114,3,19,19,0.8382015824317932
pair_000,309.0,892.0,0.776759684085846,2.5299811363220215,0.7078632120055396,0.05021800100803375,0.12961646096066226,436.05618903989887,0.776759684085846,0,0.02271115779876709,90.38227028249139,-0.00143536739051342,0.11770479385048782,82,88,171,11,11,0.802534282207489
pair_000,568.0,129.0,0.7757304906845093,2.4981095790863037,0.4893413721778087,0.05768284201622009,0.1662132317597294,377.18032822510776,0.7757304906845093,0,0.02168196439743042,31.50640946770028,0.00602947361767292,-0.10081704597724306,83,150,135,16,16,0.839837908744812
pair_000,840.0,238.0,0.7747260928153992,2.6407482624053955,0.6420129396113722,0.05014166608452797,0.16249999999999998,429.23653153011105,0.7747260928153992,0,0.020677566528320312,83.56261277270357,-0.0015117023140192032,0.05185452145632041,84,86,168,16,16,0.8191380500793457
pair_000,838.0,130.0,0.7707767486572266,2.4771969318389893,0.7484200897673697,0.050184205174446106,0.05,501.14269424985133,0.7707767486572266,0,0.016728222370147705,155.46877549244385,-0.0014691632241010666,0.15826167161231797,85,87,192,19,19,0.8202914595603943
pair_000,302.0,473.0,0.7705010771751404,2.475959539413452,0.7543379877355727,0.047538045793771744,0.05,199.83242980057065,0.7705010771751404,0,0.016452550888061523,-145.84148895683683,-0.004115322604775429,0.16417956958052093,86,62,38,22,22,0.8239536881446838
pair_000,843.0,432.0,0.7704841494560242,2.473259687423706,0.6793208019082007,0.044706933200359344,0.16249999999999998,349.67556391603915,0.7704841494560242,0,0.016435623168945312,4.001645158631675,-0.006946435198187828,0.08916238375314889,87,40,107,21,21,0.8170263767242432
pair_000,296.0,112.0,0.7690971493721008,2.514962673187256,0.7460599125715596,0.038526277989149094,0.1662132317597294,438.36058216951943,0.7690971493721008,0,0.015048623085021973,92.68666341211195,-0.013127090409398079,0.1559014944165078,88,11,172,17,17,0.828399658203125
pair_000,848.0,685.0,0.7686131596565247,2.478390693664551,0.49416128276953813,0.0547325499355793,0.1662132317597294,394.11800263372896,0.7686131596565247,0,0.0145646333694458,48.444083876321486,0.0030791815370321274,-0.09599713538551363,89,130,147,15,15,0.8182953000068665
pair_000,851.0,894.0,0.7676448225975037,2.601663589477539,0.6010208315164429,0.046926628798246384,0.125,527.6712992005534,0.7676448225975037,0,0.013596296310424805,181.99738044314597,-0.004726739600300789,0.010862413361391154,90,57,199,7,7,0.7995795011520386
pair_000,840.0,200.0,0.7650212049484253,2.4695873260498047,0.49402472364086314,0.050974272191524506,0.05,453.43136195018536,0.7650212049484253,0,0.010972678661346436,107.75744319277788,-0.0006790962070226669,-0.09613369451418863,91,99,178,20,20,0.8202914595603943
pair_000,309.0,854.0,0.76494961977005,2.4483914375305176,0.5797553843618546,0.0458822101354599,0.05,402.2399781225133,0.76494961977005,0,0.010901093482971191,56.56605936510584,-0.005771158263087273,-0.01040303379319718,92,49,153,12,12,0.802534282207489
pair_000,301.0,414.0,0.764678418636322,2.443549156188965,0.6765530064678111,0.055473748594522476,0.1662132317597294,216.78791479231492,0.764678418636322,0,0.010629892349243164,-128.88600396509256,0.0038203801959753036,0.08639458831275937,93,136,48,22,22,0.8239536881446838
pair_000,850.0,856.0,0.757662832736969,2.422795295715332,0.737747207103627,0.046506356447935104,0.0875,499.2354154104054,0.757662832736969,0,0.0036143064498901367,153.5614966529979,-0.005147011950612068,0.1475887889485752,94,52,191,7,7,0.7995795011520386
