pair_id,x,y,theta,scale,found,score
pair_000,0.0,0.0,0.0,0.0,0,0.0
pair_001,373.49450152475697,522.5706011918343,-0.25,11.699999999999998,1,0.9550590071912154
pair_002,0.0,0.0,0.0,0.0,0,0.0
pair_003,0.0,0.0,0.0,0.0,0,0.0
pair_004,0.0,0.0,0.0,0.0,0,0.0
pair_005,496.4981905502447,373.84308228099667,1.5,9.699999999999998,1,0.9210039825181664
pair_006,0.0,0.0,0.0,0.0,0,0.0
pair_007,592.5,512.0612840189852,4.5,11.3,1,0.914757241350932
pair_008,426.5,450.5,-3.0,8.999999999999998,1,0.8785562900705906
pair_009,562.8581154907627,430.04827697690575,-2.0,9.999999999999998,1,0.9386116444651256
pair_010,418.69250335276195,375.5066291980746,-4.75,11.999999999999998,1,0.9495590154578618
pair_011,419.1659258957451,570.9353596259798,-2.0,8.899999999999999,1,0.9592864134443388
pair_012,415.4289149450042,532.6542559034624,3.75,9.199999999999998,1,0.9284966133546416
pair_013,502.5186410154553,399.5838036761856,-1.0,11.7,1,0.9572986802835524
pair_014,0.0,0.0,0.0,0.0,0,0.0
pair_015,568.7124584723668,421.16301834090905,-2.25,11.599999999999998,1,0.8929007698393194
pair_016,477.5,576.5,0.5,10.099999999999998,1,0.9519480764895544
pair_017,0.0,0.0,0.0,0.0,0,0.0
pair_018,0.0,0.0,0.0,0.0,0,0.0
pair_019,462.81974226189385,460.23106319437267,2.75,8.599999999999998,1,0.915920235750466
pair_020,0.0,0.0,0.0,0.0,0,0.0
pair_021,465.05039602903736,532.2187010396862,0.75,11.599999999999998,1,0.9503945383312592
pair_022,442.65109348076726,353.5873821897102,-2.75,10.3,1,0.9311515064606768
pair_023,357.26869820993227,561.7061246708869,5.0,9.3,1,0.930667633810446
pair_024,0.0,0.0,0.0,0.0,0,0.0
pair_025,379.79999718298046,515.4521095780192,-3.25,11.199999999999998,1,0.923812012491804
pair_026,513.9978662077385,617.9618146893029,-3.5,11.9,1,0.9447200504953308
pair_027,0.0,0.0,0.0,0.0,0,0.0
pair_028,478.0499635925629,439.9361242278939,1.0,11.599999999999998,1,0.9255709671181512
pair_029,0.0,0.0,0.0,0.0,0,0.0
pair_030,0.0,0.0,0.0,0.0,0,0.0
pair_031,0.0,0.0,0.0,0.0,0,0.0
pair_032,471.04468067872006,488.0501435809902,-4.75,10.9,1,0.9294929444946444
pair_033,506.5274405463772,415.5020203216184,1.75,8.999999999999998,1,0.9643304967843712
pair_034,0.0,0.0,0.0,0.0,0,0.0
pair_035,380.7258629189083,390.887201600143,2.25,11.099999999999998,1,0.9133395367498162
pair_036,0.0,0.0,0.0,0.0,0,0.0
pair_037,637.0108285747999,414.25923227896845,-4.25,10.599999999999998,1,0.9184121129763484
pair_038,0.0,0.0,0.0,0.0,0,0.0
pair_039,413.88607132011845,445.5436324242029,-3.5,9.999999999999998,1,0.8899720258843707
pair_040,0.0,0.0,0.0,0.0,0,0.0
pair_041,377.0799310861627,679.0552871109784,-0.5,8.2,1,0.8767312443183656
pair_042,0.0,0.0,0.0,0.0,0,0.0
pair_043,0.0,0.0,0.0,0.0,0,0.0
pair_044,0.0,0.0,0.0,0.0,0,0.0
pair_045,0.0,0.0,0.0,0.0,0,0.0
pair_046,0.0,0.0,0.0,0.0,0,0.0
pair_047,500.02948349224897,488.85462396712114,2.75,9.4,1,0.9379030434975172
pair_048,0.0,0.0,0.0,0.0,0,0.0
pair_049,435.8940771121425,504.3134070052432,2.5,11.099999999999998,1,0.9106966448097604
pair_050,0.0,0.0,0.0,0.0,0,0.0
pair_051,583.2167225080284,574.3442323638698,-2.25,11.499999999999998,1,0.9227411036828056
pair_052,583.9961971435118,537.9249676320675,-0.25,10.599999999999998,1,0.9301489477092229
pair_053,482.18079825562825,519.2895091258605,-4.75,11.599999999999998,1,0.8831298879379071
pair_054,524.4964414118875,385.3429772782089,3.75,10.499999999999998,1,0.9427429693005924
pair_055,404.7824937634864,391.5146953335622,-1.0,11.499999999999998,1,0.9391321081461286
pair_056,0.0,0.0,0.0,0.0,0,0.0
pair_057,554.977829737845,447.9397331297344,-0.5,8.599999999999998,1,0.9204870147390792
pair_058,0.0,0.0,0.0,0.0,0,0.0
pair_059,614.5365428230712,423.429300408729,1.25,8.399999999999999,1,0.9592845368090328
pair_060,0.0,0.0,0.0,0.0,0,0.0
pair_061,0.0,0.0,0.0,0.0,0,0.0
