pair_id,x,y,theta,scale,found,score,orig_x,orig_y,orig_theta,orig_scale,displacement,fallback,elapsed_ms
pair_000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_001,373.49449558894446,522.5705404729125,-0.35,11.699999999999998,1,0.9550590071912154,373.49449558894446,522.5705404729125,-0.75,11.699999999999998,0.06973796869082641,False,89.2488956451416
pair_002,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_003,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_004,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_005,496.4982044613764,373.8430800944442,1.4,9.602999999999998,1,0.9210039825181664,496.4982044613764,373.8430800944442,1.5,9.699999999999998,0.0,True,106.37354850769043
pair_006,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_007,592.5,512.0613693644843,4.75,11.187000000000001,1,0.914757241350932,592.5,512.0613693644843,4.75,11.3,0.0,True,105.38029670715332
pair_008,422.5,450.5,-3.1,8.9775,1,0.8785562900705906,422.5,450.5,-3.0,8.999999999999998,0.0,True,96.38285636901855
pair_009,562.8581103436682,430.04828333403697,-2.1,9.975,1,0.9386116444651256,562.8581103436682,430.04828333403697,-2.0,9.999999999999998,0.14530382424269697,False,70.08957862854004
pair_010,418.5,375.5,-4.7,11.879999999999999,1,0.9495590154578618,418.5,375.5,-4.75,11.999999999999998,0.0,True,84.22994613647461
pair_011,419.1658868682338,570.9354167546222,-1.95,8.810999999999998,1,0.9592864134443388,419.1658868682338,570.9354167546222,-2.0,8.899999999999999,0.41132169024032694,False,104.60257530212402
pair_012,415.4289145506948,532.6542813124645,3.9,9.153999999999998,1,0.9284966133546416,415.4289145506948,532.6542813124645,4.0,9.199999999999998,0.17175331122785806,False,105.44729232788086
pair_013,502.518586956735,399.58376865509496,-1.0,11.7,1,0.9572986802835524,502.518586956735,399.58376865509496,-1.0,11.7,0.08585233787831652,False,88.47570419311523
pair_014,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_015,568.7121878991512,421.16302334735536,-2.35,11.570999999999998,1,0.8929007698393194,568.7121878991512,421.16302334735536,-2.5,11.599999999999998,0.3386255656461479,False,90.30938148498535
pair_016,477.5,581.5,0.4,10.074749999999998,1,0.9519480764895544,477.5,581.5,0.5,10.099999999999998,0.07254772872392269,False,85.31498908996582
pair_017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_018,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_019,462.81973429075913,460.230999373619,2.65,8.664499999999999,1,0.915920235750466,462.81973429075913,460.230999373619,2.75,8.599999999999998,0.20001853151102955,False,107.98430442810059
pair_020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_021,465.0504112830255,532.2187343250473,0.7,11.570999999999998,1,0.9503945383312592,465.0504112830255,532.2187343250473,0.75,11.599999999999998,0.2279502418237028,False,87.40782737731934
pair_022,442.6510005274641,353.5874174030195,-2.7,10.377250000000002,1,0.9311515064606768,442.6510005274641,353.5874174030195,-2.75,10.3,0.0,True,108.74748229980469
pair_023,357.268740029777,561.7062202828068,5.05,9.32325,1,0.930667633810446,357.268740029777,561.7062202828068,5.0,9.3,0.11504408539401853,False,112.74361610412598
pair_024,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_025,379.8003461208645,515.4523189553084,-3.4,11.199999999999998,1,0.923812012491804,379.8003461208645,515.4523189553084,-3.5,11.199999999999998,0.30566972012316024,False,88.55724334716797
pair_026,513.9979639315527,617.9619094048236,-3.5500000000000003,11.8405,1,0.9447200504953308,513.9979639315527,617.9619094048236,-3.5,11.9,0.03833133981647933,False,87.56017684936523
pair_027,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_028,478.04985212343104,439.9361849830313,1.0,11.570999999999998,1,0.9255709671181512,478.04985212343104,439.9361849830313,1.0,11.599999999999998,0.08109521901931269,False,102.07366943359375
pair_029,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_030,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_031,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_032,471.0446611718314,488.0501383371991,-4.85,10.81825,1,0.9294929444946444,471.0446611718314,488.0501383371991,-4.75,10.9,0.0695859446598794,False,93.96481513977051
pair_033,506.52742141113526,415.50205679406486,1.7,8.9775,1,0.9643304967843712,506.52742141113526,415.50205679406486,1.75,8.999999999999998,0.029184400191052777,False,90.95168113708496
pair_034,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_035,380.7255624371082,390.8872339001392,2.3,11.072249999999999,1,0.9133395367498162,380.7255624371082,390.8872339001392,2.25,11.099999999999998,0.2947574629458839,False,88.95587921142578
pair_036,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_037,637.0109283799114,414.2592389650404,-4.2,10.705999999999998,1,0.9184121129763484,637.0109283799114,414.2592389650404,-4.25,10.599999999999998,0.28654468308299674,False,94.97904777526855
pair_038,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_039,414.8299623686772,445.58919577555605,-3.7,9.899999999999999,1,0.8899720258843707,413.88614310167895,445.54380336299823,-3.75,9.999999999999998,0.9449101967249977,False,91.9797420501709
pair_040,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_041,377.0799320902274,679.0552388438537,-0.55,8.179499999999999,1,0.8767312443183656,377.0799320902274,679.0552388438537,-0.5,8.2,0.09475022009777496,False,108.08539390563965
pair_042,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_043,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_044,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_045,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_046,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_047,500.029535490412,488.85458165688175,2.75,9.306000000000001,1,0.9379030434975172,500.029535490412,488.85458165688175,2.75,9.4,0.2675794549010682,False,99.13945198059082
pair_048,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_049,435.8941444992787,504.3134457985,2.45,10.988999999999997,1,0.9106966448097604,435.8941444992787,504.3134457985,2.25,11.099999999999998,0.26493734773839456,False,102.2179126739502
pair_050,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_051,583.2166985967017,574.3442848102895,-2.45,11.384999999999998,1,0.9227411036828056,583.2166985967017,574.3442848102895,-2.5,11.499999999999998,0.31839480628661404,False,97.21994400024414
pair_052,583.9961589385097,537.9250279948465,-0.25,10.599999999999998,1,0.9301489477092229,583.9961589385097,537.9250279948465,-0.5,10.599999999999998,0.07519553265019022,False,86.00640296936035
pair_053,482.1807135917244,519.2896558348002,-4.75,11.483999999999998,1,0.8831298879379071,482.1807135917244,519.2896558348002,-5.0,11.599999999999998,0.0,True,93.3692455291748
pair_054,524.4964395780983,385.3430550027297,3.7,10.473749999999999,1,0.9427429693005924,524.4964395780983,385.3430550027297,3.5,10.499999999999998,0.16291510325135755,False,111.01627349853516
pair_055,404.7825289994924,391.51476955066215,-0.85,11.442499999999999,1,0.9391321081461286,404.7825289994924,391.51476955066215,-1.0,11.499999999999998,0.28000365597084187,False,84.32769775390625
pair_056,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_057,555.0,448.0,-0.5,8.599999999999998,1,0.9204870147390792,555.0,448.0,-0.5,8.599999999999998,0.06421510889733174,False,98.71745109558105
pair_058,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_059,614.5366038470746,423.4292315172431,1.2,8.379,1,0.9592845368090328,614.5366038470746,423.4292315172431,1.25,8.399999999999999,0.07908979725426649,False,102.7219295501709
pair_060,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_061,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_062,322.1204310127836,581.9140388377085,-2.35,8.23775,1,0.9162025278567504,322.1204310127836,581.9140388377085,-2.5,8.299999999999999,0.0,True,102.79583930969238
pair_063,612.7665524534143,489.0920924729873,2.8,11.58625,1,0.9204160580402724,612.7665524534143,489.0920924729873,2.75,11.499999999999998,0.2656084450557733,False,86.36045455932617
pair_064,556.0004382778786,449.872515030751,3.05,9.4,1,0.9517533601634728,556.0004382778786,449.872515030751,3.25,9.4,0.10888321453718569,False,91.09663963317871
pair_065,373.49940834599926,603.5485621239922,-3.3,11.999999999999998,1,0.9479168512386446,373.49940834599926,603.5485621239922,-3.25,11.999999999999998,0.04662692181053205,False,105.20410537719727
pair_066,509.9829686477223,567.0163622531024,-0.45,10.174499999999998,1,0.9247806632898352,509.9829686477223,567.0163622531024,-0.5,10.199999999999998,0.023854239687858637,False,97.72038459777832
pair_067,528.9938706747406,440.8356962321885,4.05,9.230249999999996,1,0.9202917100647522,528.9938706747406,440.8356962321885,4.0,9.299999999999995,0.16431194450203687,False,104.71796989440918
pair_068,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_069,472.821556501014,554.6576186598484,0.5,8.822,1,0.8958683816538378,472.821556501014,554.6576186598484,0.5,8.799999999999999,0.06932839632109157,False,102.68139839172363
pair_070,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_071,556.9566744995578,576.0291946639572,1.3,10.174499999999998,1,0.953366713074223,556.9566744995578,576.0291946639572,1.0,10.199999999999998,0.06471644508037783,False,103.49369049072266
pair_072,418.89025330013,631.9607018294105,-0.5499999999999999,10.296,1,0.9318278123836312,418.89025330013,631.9607018294105,-0.75,10.4,0.0,True,85.5412483215332
pair_073,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_074,550.971123663356,562.939650782887,-1.5,8.734,1,0.9281344331921104,550.971123663356,562.939650782887,-1.5,8.799999999999999,0.0,True,80.55925369262695
pair_075,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_076,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_077,571.5,478.8202948560365,-3.2,11.483999999999998,1,0.9059769559518196,571.5,478.8202948560365,-3.5,11.599999999999998,0.0,True,107.65886306762695
pair_078,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0
pair_079,437.7240649611533,512.2217864008172,2.05,9.575999999999999,1,0.9256389585529043,437.7240649611533,512.2217864008172,2.0,9.599999999999998,0.35534142706298494,False,93.66607666015625
