pair_id,set_type,gt_found,pred_found,loc_err,scale_err,theta_err,score,failure_mode
adv_000,01_exact_periodic_replica,1,1,395.59238381780955,0.0022451374001093427,0.0761340502812724,0.2449,PERIODIC_REPLICA
adv_001,01_exact_periodic_replica,1,1,244.94071297736434,0.08215585500559897,0.05772140223882438,0.2982,PERIODIC_REPLICA
adv_002,01_exact_periodic_replica,1,1,11.369991829337517,0.048001594777026924,0.0937617118188574,0.3209,PERIODIC_REPLICA
adv_003,01_exact_periodic_replica,1,1,1.1971759628200755,0.017182207800104266,0.2291835176137469,0.3844,IN_BOUNDS_SUCCESS
adv_004,01_exact_periodic_replica,1,1,93.732359648892,0.03116731245558846,0.07579059600468119,0.3014,PERIODIC_REPLICA
adv_005,01_exact_periodic_replica,1,1,0.09774697791982394,0.036705516940642724,0.313783488371032,0.4274,SUBPIXEL_SUCCESS
adv_006,01_exact_periodic_replica,1,1,0.16756920997351388,0.026696910363583015,0.018393272018644602,0.3413,SUBPIXEL_SUCCESS
adv_007,01_exact_periodic_replica,1,1,158.4059087545953,0.0035896210597954337,0.18648519160980181,0.3584,PERIODIC_REPLICA
adv_008,01_exact_periodic_replica,1,1,0.12462618116783196,0.08497462457395777,0.1457123000734657,0.3163,SUBPIXEL_SUCCESS
adv_009,01_exact_periodic_replica,1,1,0.5984783541295982,0.01569425638672861,0.006729251727685792,0.4,SUBPIXEL_SUCCESS
adv_010,01_exact_periodic_replica,1,1,225.7024339215842,0.03405076236149718,0.03041171437133272,0.3317,PERIODIC_REPLICA
adv_011,01_exact_periodic_replica,1,1,266.1974849957459,0.06487137341467886,0.029777064380642315,0.3254,PERIODIC_REPLICA
adv_012,01_exact_periodic_replica,1,1,109.25497240331873,0.015069389483969076,0.050489551768301055,0.2121,PERIODIC_REPLICA
adv_013,01_exact_periodic_replica,1,1,0.3730016587400629,0.0044043812797252,0.0238401127911807,0.3859,SUBPIXEL_SUCCESS
adv_014,01_exact_periodic_replica,1,1,297.2612235722832,0.07435650435927244,0.09085206533082957,0.2548,PERIODIC_REPLICA
adv_015,02_near_periodic_replica,1,1,0.17788057447185263,0.012158745374051705,0.00048160568904531686,0.3416,SUBPIXEL_SUCCESS
adv_016,02_near_periodic_replica,1,1,13.445225786989745,0.00923104411984177,0.006463785992379734,0.3807,PERIODIC_REPLICA
adv_017,02_near_periodic_replica,1,1,165.52097353818797,0.0559365545626882,0.07131620580908393,0.2291,PERIODIC_REPLICA
adv_018,02_near_periodic_replica,1,1,0.023826135973808386,0.007840803176163647,0.12112497163990454,0.4097,SUBPIXEL_SUCCESS
adv_019,02_near_periodic_replica,1,1,32.58191692797091,0.08115235962786116,0.08955287566857262,0.2329,PERIODIC_REPLICA
adv_020,02_near_periodic_replica,1,1,0.2673871935886154,0.008293273618424024,0.093765964227142,0.3794,SUBPIXEL_SUCCESS
adv_021,02_near_periodic_replica,1,1,0.20847973596569785,0.020562623984600847,0.08096263016525995,0.3679,SUBPIXEL_SUCCESS
adv_022,02_near_periodic_replica,1,1,0.031223726657578218,0.05613778106470768,0.022201474090589812,0.3761,SUBPIXEL_SUCCESS
adv_023,02_near_periodic_replica,1,1,33.10250779671565,0.019577738350028184,0.13337845859349784,0.3207,PERIODIC_REPLICA
adv_024,02_near_periodic_replica,1,1,147.82104810013126,0.03498627420792211,0.16858483254657042,0.3743,PERIODIC_REPLICA
adv_025,02_near_periodic_replica,1,1,223.47729316344984,0.12071396490373587,0.12949679287464777,0.2857,PERIODIC_REPLICA
adv_026,02_near_periodic_replica,1,1,0.5208714411950852,0.08494712013211725,0.04991429712789941,0.4227,SUBPIXEL_SUCCESS
adv_027,02_near_periodic_replica,1,1,0.1620711996170481,0.023835962693086188,0.11915117443223933,0.3115,SUBPIXEL_SUCCESS
adv_028,02_near_periodic_replica,1,1,0.5026238066435427,0.0022200400338139303,0.133306658132478,0.434,SUBPIXEL_SUCCESS
adv_029,02_near_periodic_replica,1,1,477.9958437738637,0.010863122429860539,0.1403817540390167,0.2455,PERIODIC_REPLICA
adv_030,03_phase_shifted_replica,1,1,13.318411169787145,0.056652851013634375,0.1286209345262046,0.3264,PERIODIC_REPLICA
adv_031,03_phase_shifted_replica,1,1,0.06442883724206858,0.02916678221810365,0.04332070530299581,0.4165,SUBPIXEL_SUCCESS
adv_032,03_phase_shifted_replica,1,1,299.2430037556578,0.003588963778133447,0.013060146599841005,0.3325,PERIODIC_REPLICA
adv_033,03_phase_shifted_replica,1,1,0.03241942317342992,0.017004004244620674,0.003917998655358801,0.3966,SUBPIXEL_SUCCESS
adv_034,03_phase_shifted_replica,1,1,30.014857987336747,0.07170363214309106,0.09214652696400805,0.31,PERIODIC_REPLICA
adv_035,03_phase_shifted_replica,1,1,74.76001915171719,0.06848618615978097,0.008502079244120608,0.3345,PERIODIC_REPLICA
adv_036,03_phase_shifted_replica,1,1,229.65190503889895,0.050641788747320504,0.16220886813692648,0.3266,PERIODIC_REPLICA
adv_037,03_phase_shifted_replica,1,1,0.9086433707592014,0.053909313329004505,0.15157527668109833,0.3892,SUBPIXEL_SUCCESS
adv_038,03_phase_shifted_replica,1,1,190.5717553957411,0.025282747289315566,0.034782393940417045,0.2747,PERIODIC_REPLICA
adv_039,03_phase_shifted_replica,1,1,0.22134147421285208,0.1219543120516402,0.12490064982929905,0.4072,SUBPIXEL_SUCCESS
adv_040,03_phase_shifted_replica,1,1,23.778589496508957,0.07423522253482062,0.016461971658809027,0.2948,PERIODIC_REPLICA
adv_041,03_phase_shifted_replica,1,1,295.60151043627604,0.06626414912777356,0.06890740343668167,0.3457,PERIODIC_REPLICA
adv_042,03_phase_shifted_replica,1,1,0.13052955530469376,0.0667297103946396,0.0654729537165808,0.3398,SUBPIXEL_SUCCESS
adv_043,03_phase_shifted_replica,1,1,0.625168093528998,0.032062523675469023,0.04180953798706688,0.405,SUBPIXEL_SUCCESS
adv_044,03_phase_shifted_replica,1,1,224.60602744652022,0.015252267622468452,0.03754335248447771,0.3057,PERIODIC_REPLICA
adv_045,04_noise_degraded,1,0,-1.0,10.423857302627834,0.2447076465402728,0.7879,PRESENCE_FALSE_NEGATIVE
adv_046,04_noise_degraded,1,1,40.00258478797026,0.0029500440177390175,0.11137248311791392,0.1946,PERIODIC_REPLICA
adv_047,04_noise_degraded,1,0,-1.0,10.017339318597198,0.0058328312122473,0.816,PRESENCE_FALSE_NEGATIVE
adv_048,04_noise_degraded,1,1,0.8850257750803945,0.1295763164478565,0.03279169556593997,0.2096,SUBPIXEL_SUCCESS
