pair_id,cx,cy,corr_score,psr,context_128,context_combined,phase_penalty,family_population,dist_to_center,neigh_cons,grad_ncc,queue,gt_found,gt_x,gt_y,mode_strong,corr_score_rel,psr_rel,context_128_rel,context_combined_rel,phase_penalty_rel,dist_to_center_rel,neigh_cons_rel,grad_ncc_rel,family_ratio,v25_ml_score,is_correct
pair_000,576.0,641.0,0.840872585773468,0,0.6687271432217669,0.6882399916311785,0.05,268,160.17802595861892,0.7857719659805298,0.746329128742218,V25,1,571.9958979375593,398.53034370617024,1,0.042673856019973755,0.0,0.02646663884335909,0.03616651814795113,0.0,-185.6376706837507,0.011132314801216125,0.07331416010856628,1.7866666666666666,0.19592625093393193,0
pair_000,568.0,156.0,0.839837908744812,0,0.6656093323347351,0.6848152843925737,0.05,268,350.65652710308984,0.8177913725376129,0.7487209439277649,V25,1,571.9958979375593,398.53034370617024,1,0.04163917899131775,0.0,0.02334882795632731,0.03274181090934625,0.0,4.840830460720213,0.043151721358299255,0.07570597529411316,1.7866666666666666,0.00016209056186119287,0
pair_000,577.0,695.0,0.8390869498252869,0,0.6010283123043213,0.6264115248954458,0.05,268,209.65209276322523,0.8143440783023834,0.739804744720459,V25,1,571.9958979375593,398.53034370617024,1,0.0408882200717926,0.0,-0.04123219207408646,-0.02566194858778159,0.0,-136.1636038791444,0.03970442712306976,0.06678977608680725,1.7866666666666666,0.00586014967068653,0
pair_000,572.0,404.0,0.8382015824317932,0,0.6691603767839079,0.6880689809477936,0.05,268,120.0,0.8169985711574554,0.7427657246589661,V25,1,571.9958979375593,398.53034370617024,1,0.04000285267829895,0.0,0.02689987240550018,0.035995507464566145,0.0,-225.81569664236963,0.042358919978141785,0.06975075602531433,1.7866666666666666,0.10360322752862955,1
pair_000,569.0,210.0,0.8367828726768494,0,0.6018595538022651,0.631418620328966,0.05,268,298.0956222422597,0.8149725794792175,0.7349610328674316,V25,1,571.9958979375593,398.53034370617024,1,0.0385841429233551,0.0,-0.04040095057614268,-0.02065485315426141,0.0,-47.72007440010992,0.04033292829990387,0.06194606423377991,1.7866666666666666,0.0003662755700256484,0
pair_000,572.0,393.0,0.8324360847473145,0,0.6602733270912781,0.6788849889706134,0.16249999999999998,268,128.96898852049665,0.8108875751495361,0.7225359678268433,V25,1,571.9958979375593,398.53034370617024,1,0.03423735499382019,0.0,0.018012822712870302,0.02681151548738603,0.11249999999999998,-216.84670812187298,0.03624792397022247,0.04952099919319153,1.7866666666666666,0.002480638435745372,1
pair_000,573.0,458.0,0.8304392695426941,0,0.5995078012811175,0.627989789043775,0.05,268,84.21995013059554,0.8090338706970215,0.7243519425392151,V25,1,571.9958979375593,398.53034370617024,1,0.03224053978919983,0.0,-0.04275270309729029,-0.024083684439452413,0.0,-261.5957465117741,0.034394219517707825,0.051336973905563354,1.7866666666666666,0.02096160064418696,0
pair_000,569.0,226.0,0.8287848830223083,0,0.7333827432377741,0.7514542046815595,0.05,268,282.55441953719287,0.809397965669632,0.7326863408088684,V25,1,571.9958979375593,398.53034370617024,1,0.030586153268814087,0.0,0.09112223885936632,0.09938073119833213,0.0,-63.26127710517676,0.0347583144903183,0.059671372175216675,1.7866666666666666,0.0003065051585550143,0
pair_000,567.0,102.0,0.8285161852836609,0,0.7251845580095708,0.740421874331938,0.05,268,403.6000495540108,0.7752330601215363,0.7297316193580627,V25,1,571.9958979375593,398.53034370617024,1,0.030317455530166626,0.0,0.08292405363116306,0.08834840084871054,0.0,57.78435291164118,0.0005934089422225952,0.05671665072441101,1.7866666666666666,0.00018554735273195613,0
pair_000,298.0,209.0,0.828399658203125,0,0.6658941565581917,0.6814137928745739,0.05,268,354.2386201418473,0.8076870739459991,0.7280873656272888,V25,1,571.9958979375593,398.53034370617024,1,0.030200928449630737,0.0,0.02363365217978397,0.029340319391346514,0.0,8.42292349947769,0.033047422766685486,0.055072396993637085,1.7866666666666666,0.0001555650554447052,0
