pair_id,x,y,theta,scale,found,score
pair_000,0.0,0.0,0.0,0.0,0,0.0
pair_001,373.49449558894446,522.5705404729125,-0.75,11.699999999999998,1,0.9550590071912154
pair_002,0.0,0.0,0.0,0.0,0,0.0
pair_003,0.0,0.0,0.0,0.0,0,0.0
pair_004,0.0,0.0,0.0,0.0,0,0.0
pair_005,496.4982044613764,373.8430800944442,1.5,9.699999999999998,1,0.9210039825181664
pair_006,0.0,0.0,0.0,0.0,0,0.0
pair_007,592.5,512.0613693644843,4.75,11.3,1,0.914757241350932
pair_008,422.5,450.5,-3.0,8.999999999999998,1,0.8785562900705906
pair_009,562.8581103436682,430.04828333403697,-2.0,9.999999999999998,1,0.9386116444651256
pair_010,418.5,375.5,-4.75,11.999999999999998,1,0.9495590154578618
pair_011,419.1658868682338,570.9354167546222,-2.0,8.899999999999999,1,0.9592864134443388
pair_012,415.4289145506948,532.6542813124645,4.0,9.199999999999998,1,0.9284966133546416
pair_013,502.518586956735,399.58376865509496,-1.0,11.7,1,0.9572986802835524
pair_014,0.0,0.0,0.0,0.0,0,0.0
pair_015,568.7121878991512,421.16302334735536,-2.5,11.599999999999998,1,0.8929007698393194
pair_016,477.5,581.5,0.5,10.099999999999998,1,0.9519480764895544
pair_017,0.0,0.0,0.0,0.0,0,0.0
pair_018,0.0,0.0,0.0,0.0,0,0.0
pair_019,462.81973429075913,460.230999373619,2.75,8.599999999999998,1,0.915920235750466
pair_020,0.0,0.0,0.0,0.0,0,0.0
pair_021,465.0504112830255,532.2187343250473,0.75,11.599999999999998,1,0.9503945383312592
pair_022,442.6510005274641,353.5874174030195,-2.75,10.3,1,0.9311515064606768
pair_023,357.268740029777,561.7062202828068,5.0,9.3,1,0.930667633810446
pair_024,0.0,0.0,0.0,0.0,0,0.0
pair_025,379.8003461208645,515.4523189553084,-3.5,11.199999999999998,1,0.923812012491804
pair_026,513.9979639315527,617.9619094048236,-3.5,11.9,1,0.9447200504953308
pair_027,0.0,0.0,0.0,0.0,0,0.0
