pair_id,set_type,rank,x,y,dist_to_gt,raw_ncc,psr,context,gradient,phase,neighbor,family,center,score,margin
pair_000,SetA,1,576.0,641.0,242.502715565361,0.840872585773468,0.0,0.6882399916311785,0.746329128742218,0.05,0.7857719659805298,196,160.17802595861892,0.6822014954127786,0.008468019936488269
pair_000,SetA,2,574.0,512.0,113.48735314790163,0.7820997834205627,0.0,0.542751586949775,0.6632876992225647,0.05,0.7458488345146179,196,74.96665925596525,0.6737334754762904,0.09933362582393512
pair_000,SetA,3,574.0,501.0,102.48925253924084,0.8043465614318848,0.0,0.5440635469922123,0.6693989634513855,0.05,0.7709093391895294,196,74.00675644831355,0.5743998496523552,0.018078695057587413
pair_000,SetA,4,572.0,404.0,5.469657832035542,0.8382015824317932,0.0,0.6880689809477936,0.7427657246589661,0.05,0.8169985711574554,196,120.0,0.5563211545947678,0.03290021036392732
pair_000,SetA,5,573.0,436.0,37.48310771173507,0.7805724143981934,0.0,0.5851626031848974,0.6177303194999695,0.05,0.7607178390026093,196,97.082439194738,0.5234209442308405,0.1286087744606746
pair_000,SetA,6,576.0,668.0,269.49940351778366,0.7860278487205505,0.0,0.7652633051516624,0.6397845149040222,0.05,0.7638842165470123,196,184.39088914585776,0.3948121697701659,0.023268498730493692
pair_000,SetA,7,572.0,377.0,21.530344096942365,0.8005842566490173,0.0,0.5390554404613275,0.6574321389198303,0.05,0.7619543671607971,196,142.52368224263643,0.37154367103967223,0.29665407748114425
pair_000,SetA,8,573.0,458.0,59.478132457719646,0.8304392695426941,0.0,0.627989789043775,0.7243519425392151,0.05,0.8090338706970215,196,84.21995013059554,0.07488959355852795,0.000661140435283758
pair_000,SetA,9,573.0,447.0,48.480055715663,0.8264375925064087,0.0,0.6200467045263752,0.7161039710044861,0.05,0.8055058419704437,196,90.21086409075129,0.07422845312324419,0.012708571263375976
pair_000,SetA,10,572.0,426.0,27.46965660011164,0.7251983880996704,0.0,0.6080059753293463,0.5243683457374573,0.05,0.7073357403278351,196,103.24727599312246,0.06151988185986822,0.002051451290822459
pair_000,SetA,11,575.0,571.0,172.49581725744346,0.7044070959091187,0.0,0.47933194659835954,0.5453192591667175,0.05,0.6915369927883148,196,103.27632836231156,0.05946843056904576,0.0028049621669953076
pair_000,SetA,12,408.0,509.0,197.7326465256136,0.6296738982200623,0.0,0.4754762614607996,0.44772109389305115,0.16249999999999998,0.5822807848453522,196,92.43916918709297,0.05666346840205045,0.0009439420499450374
pair_000,SetA,13,576.0,652.0,253.50128105206616,0.8279562592506409,0.0,0.6763266545727726,0.720045268535614,0.05,0.8049297332763672,196,169.941166289984,0.05571952635210541,0.0073733303957351365
pair_000,SetA,14,566.0,501.0,102.64492804348997,0.6370389461517334,0.0,0.38843136145426116,0.4358612895011902,0.05,0.6071637868881226,196,66.007575322837,0.048346195956370276,0.0001634740027365647
pair_000,SetA,15,574.0,495.0,96.49047108666392,0.7166205048561096,0.0,0.5859631134292365,0.4905097484588623,0.05,0.7012231349945068,196,74.16872656315464,0.04818272195363371,0.0038153786385617602
pair_000,SetA,16,574.0,544.0,145.4834606658834,0.6824243664741516,0.0,0.682539827544692,0.5572919249534607,0.05,0.6626853346824646,196,86.09297300012354,0.04436734331507195,0.0016552971293599394
pair_000,SetA,17,573.0,485.0,86.47548600918557,0.7776055932044983,0.0,0.70226179923683,0.6260476112365723,0.16249999999999998,0.7581298351287842,196,74.52516353554684,0.04271204618571201,0.007041861629669265
pair_000,SetA,18,565.0,485.0,86.7521990933129,0.6344795227050781,0.0,0.5399274228527386,0.4544743001461029,0.125,0.6149240434169769,196,66.70832032063167,0.03567018455604275,0.008798756787538262
pair_000,SetA,19,302.0,473.0,280.07769388444717,0.7705010771751404,0.0,0.7558010364542602,0.6376781463623047,0.05,0.7504126131534576,196,199.83242980057065,0.026871427768504486,0.0015665220876346954
pair_000,SetA,20,407.0,439.0,169.88654866340127,0.6347881555557251,0.0,0.41995104424715407,0.46205493807792664,0.09358541225631423,0.6098313629627228,196,111.22050170719426,0.02530490568086979,0.0015783169483003581
pair_001,SetA,1,373.5,522.5,0.15627747241540102,0.8823164701461792,0.0,0.8107343258188329,0.7402323484420776,0.05,0.7563626915216446,200,128.4854077317732,0.9393008501952909,0.5025839298501882
pair_001,SetA,2,512.5,347.5,223.64188696429287,0.8460849523544312,0.0,0.811012319830229,0.6654037237167358,0.05,0.7331183701753616,200,153.01143748099355,0.4367169203451027,0.3609590834625118
pair_001,SetA,3,648.5,524.5,275.1122420751797,0.8718640804290771,0.0,0.8222400865114343,0.7118628621101379,0.05,0.7530665248632431,200,150.50747489742827,0.07575783688259086,0.010155409228267964
pair_001,SetA,4,510.5,611.5,163.39685955200446,0.8049871325492859,0.0,0.7891920976450078,0.6411718130111694,0.05,0.71369569003582,200,111.99330337122841,0.06560242765432289,0.015595520429639603
pair_001,SetA,5,511.5,468.5,148.3295127624925,0.8136435747146606,0.0,0.7881227350791271,0.6614615321159363,0.05,0.7426233291625977,200,33.53356527421443,0.05000690722468329,0.0038872189123283357
pair_001,SetA,6,510.5,567.5,144.26592287881832,0.7182724475860596,0.0,0.696727757756774,0.5722530484199524,0.05,0.6632098108530045,200,68.3117852204142,0.04611968831235495,0.006890511681366722
