pair_id,set_type,gt_found,cx,cy,h_idx,hscale,htheta,corr_score,psr,context_128,context_combined,phase_penalty,dist_to_center,neigh_cons,grad_ncc,family_population,gterr,is_correct
pair_000,SetA,1,576.0,641.0,0,8.899999999999999,1.0,0.840872585773468,0.0,0.6687270998954773,0.6882399678230287,0.05,160.17802595861892,0.7857719659805298,0.746329128742218,249,242.502715565361,0
pair_000,SetA,1,568.0,156.0,0,8.899999999999999,1.0,0.839837908744812,0.0,0.6656093001365662,0.6848152637481689,0.05,350.65652710308984,0.8177913725376129,0.7487209439277649,249,242.56325941609637,0
pair_000,SetA,1,577.0,695.0,0,8.899999999999999,1.0,0.8390869498252869,0.0,0.601028323173523,0.6264115452766419,0.05,209.65209276322523,0.8143440783023834,0.739804744720459,249,296.51188532743987,0
pair_000,SetA,1,572.0,404.0,0,8.899999999999999,1.0,0.8382015824317932,0.0,0.6691603660583496,0.688068974018097,0.05,120.0,0.8169985711574554,0.7427657246589661,249,5.469657832035542,0
pair_000,SetA,1,569.0,210.0,0,8.899999999999999,1.0,0.8367828726768494,0.0,0.6018595099449158,0.6314186215400697,0.05,298.0956222422597,0.8149725794792175,0.7349610328674316,249,188.55414581074308,0
pair_000,SetA,1,572.0,393.0,0,8.899999999999999,1.0,0.8324360847473145,0.0,0.6602732539176941,0.6788849830627441,0.16249999999999998,128.96898852049665,0.8108875751495361,0.7225359678268433,249,5.530345227496479,0
pair_000,SetA,1,573.0,458.0,0,8.899999999999999,1.0,0.8304392695426941,0.0,0.5995078086853027,0.6279897928237915,0.05,84.21995013059554,0.8090338706970215,0.7243519425392151,249,59.478132457719646,0
pair_000,SetA,1,569.0,226.0,0,8.899999999999999,1.0,0.8287848830223083,0.0,0.7333827614784241,0.7514542102813722,0.05,282.55441953719287,0.809397965669632,0.7326863408088684,249,172.5563528353028,0
pair_000,SetA,1,567.0,102.0,0,8.899999999999999,1.0,0.8285161852836609,0.0,0.7251845598220825,0.7404219031333923,0.05,403.6000495540108,0.7752330601215363,0.7297316193580627,249,296.57242578281273,0
pair_000,SetA,1,298.0,209.0,0,8.899999999999999,1.0,0.828399658203125,0.0,0.6658942103385925,0.6814138174057007,0.05,354.2386201418473,0.8076870739459991,0.7280873656272888,249,333.1598764437105,0
pair_000,SetA,1,577.0,711.0,0,8.899999999999999,1.0,0.8280252814292908,0.0,0.7328451871871948,0.7480260372161865,0.05,224.61077445216202,0.7754122912883759,0.7277916669845581,249,312.50972327566933,0
pair_000,SetA,1,576.0,652.0,0,8.899999999999999,1.0,0.8279562592506409,0.0,0.6579300165176392,0.6763266324996948,0.05,169.941166289984,0.8049297332763672,0.720045268535614,249,253.50128105206616,0
pair_000,SetA,1,306.0,694.0,0,8.899999999999999,1.0,0.8270753026008606,0.0,0.6580250263214111,0.6752431750297547,0.05,274.35743110038044,0.8050681054592133,0.7296146750450134,249,397.5627441172052,0
pair_000,SetA,1,573.0,447.0,0,8.899999999999999,1.0,0.8264375925064087,0.0,0.5938147306442261,0.6200466871261596,0.05,90.21086409075129,0.8055058419704437,0.7161039710044861,249,48.480055715663,0
pair_000,SetA,1,301.0,387.0,0,8.899999999999999,1.0,0.8239536881446838,0.0,0.5956875681877136,0.6180507898330688,0.05,228.84492565927695,0.8013627529144287,0.7199066877365112,249,271.2410837704467,0
pair_000,SetA,1,573.0,463.0,0,8.899999999999999,1.0,0.8237021565437317,0.0,0.7259613275527954,0.7412636637687684,0.05,81.8413098624405,0.802261084318161,0.7149497866630554,249,64.47747516455914,0
pair_000,SetA,1,302.0,446.0,0,8.899999999999999,1.0,0.8232266306877136,0.0,0.6598995327949524,0.6784910202026367,0.0875,205.23157651784484,0.8017489016056061,0.7195689082145691,249,274.13710652110433,0
pair_000,SetA,1,297.0,139.0,0,8.899999999999999,1.0,0.8228095173835754,0.0,0.592912495136261,0.6192148923873901,0.16249999999999998,414.16180412973864,0.8011808097362518,0.7105376124382019,249,378.12530090794957,0
pair_000,SetA,1,568.0,167.0,0,8.899999999999999,1.0,0.8228044509887695,0.0,0.6559394598007202,0.6743070721626283,0.05,339.8720347424895,0.8011170625686646,0.7155341506004333,249,231.56482301296265,0
pair_000,SetA,1,573.0,474.0,0,8.899999999999999,1.0,0.8210021257400513,0.0,0.7244758009910583,0.7403645992279053,0.1662132317597294,77.4919350642375,0.8006535768508911,0.7136493921279907,249,75.47633564277345,0
pair_000,SetA,1,838.0,103.0,0,8.899999999999999,1.0,0.8202914595603943,0.0,0.6596730351448059,0.6758654832839965,0.05,521.3952435532951,0.780446469783783,0.7249836325645447,249,397.6133377606094,0
pair_000,SetA,1,577.0,706.0,0,8.899999999999999,1.0,0.8197323679924011,0.0,0.5896470546722412,0.6167519450187684,0.16249999999999998,219.92044015961773,0.7747422456741333,0.6994674801826477,249,307.510374750019,0
pair_000,SetA,1,301.0,376.0,0,8.899999999999999,1.0,0.8191542625427246,0.0,0.5905717611312866,0.6139807820320129,0.16249999999999998,234.47174669882938,0.7666399478912354,0.7047212719917297,249,271.9308608571345,0
pair_000,SetA,1,840.0,227.0,0,8.899999999999999,1.0,0.8191380500793457,0.0,0.6595600843429565,0.6743401765823365,0.05,436.0378423944417,0.784727156162262,0.7220196723937988,249,318.1962563171541,0
pair_000,SetA,1,303.0,500.0,0,8.899999999999999,1.0,0.8190703392028809,0.0,0.5941939353942871,0.6184727191925049,0.16249999999999998,197.0,0.7987533807754517,0.7043498158454895,249,287.4976247825741,0
pair_000,SetA,1,302.0,457.0,0,8.899999999999999,1.0,0.8187663555145264,0.0,0.6579586863517761,0.6730590343475342,0.125,202.6153992173349,0.7960842847824097,0.7206511497497559,249,276.25438568505575,0
pair_000,SetA,1,580.0,882.0,0,8.899999999999999,1.0,0.8183148503303528,0.0,0.6823045015335083,0.7010833144187928,0.05,390.287073831558,0.7966572940349579,0.7010511159896851,249,483.53590787727427,0
pair_000,SetA,1,847.0,642.0,0,8.899999999999999,1.0,0.8182953000068665,0.0,0.5861713290214539,0.6140703797340393,0.05,374.9306602559999,0.7772314250469208,0.7199530601501465,249,367.2937920616204,0
pair_000,SetA,1,844.0,475.0,0,8.899999999999999,1.0,0.8170263767242432,0.0,0.6548436880111694,0.6737212777137758,0.05,344.90723390500233,0.7950998544692993,0.7222398519515991,249,282.5488274130528,0
pair_000,SetA,1,297.0,155.0,0,8.899999999999999,1.0,0.8170180916786194,0.0,0.7216912508010864,0.735293173789978,0.05,400.2923931328198,0.7945387065410614,0.7115412354469299,249,367.3278810383578,0
pair_000,SetA,1,567.0,113.0,0,8.899999999999999,1.0,0.8166486024856567,0.0,0.7131556272506714,0.729441511631012,0.05,392.75692228145385,0.7948239147663116,0.7084253430366516,249,285.57404674298783,0
pair_000,SetA,1,569.0,221.0,0,8.899999999999999,1.0,0.8163753151893616,0.0,0.591367244720459,0.6195491075515748,0.05,287.4056366879397,0.7961748242378235,0.6925107836723328,249,177.55562041479627,0
pair_000,SetA,1,843.0,405.0,0,8.899999999999999,1.0,0.8156884908676147,0.0,0.592302680015564,0.6120236039161682,0.05,355.9129106958611,0.79483962059021,0.7046799659729004,249,271.08131582097286,0
pair_000,SetA,1,839.0,157.0,0,8.899999999999999,1.0,0.8154555559158325,0.0,0.5924261808395386,0.6131495475769043,0.17694368026754387,482.2551192055923,0.794676661491394,0.7076916098594666,249,360.03902211981267,0
pair_000,SetA,1,301.0,392.0,0,8.899999999999999,1.0,0.8150373101234436,0.0,0.7205663323402405,0.7324338793754577,0.16249999999999998,226.41775548750587,0.7937639355659485,0.7040485143661499,249,271.0745692386226,0
pair_000,SetA,1,303.0,511.0,0,8.899999999999999,1.0,0.8144519925117493,0.0,0.5900946855545044,0.615662431716919,0.16249999999999998,197.3068675946177,0.7641059160232544,0.697485089302063,249,291.56168591583844,0
pair_000,SetA,1,577.0,700.0,0,8.899999999999999,1.0,0.8143678903579712,0.0,0.7118688821792603,0.7279954791069031,0.05,214.3105223734943,0.7906964421272278,0.6892179250717163,249,301.5111850385839,0
pair_000,SetA,1,569.0,199.0,0,8.899999999999999,1.0,0.8135692477226257,0.0,0.5818763375282288,0.6107565999031067,0.05,308.80738333142233,0.7928094863891602,0.6798651218414307,249,199.55283376578421,0
pair_000,SetA,1,572.0,388.0,0,8.899999999999999,1.0,0.8134980797767639,0.0,0.5171693563461304,0.5501884579658509,0.05,133.1465358167459,0.7923114001750946,0.6802442073822021,249,10.530344505143006,0
