top1_score,margin,top1_corr,top1_ctx,top1_neigh,top1_grad,mode_strong,pair_id,gt_found,gt_x,gt_y,pred_x,pred_y
0.6822014954127786,0.008468019936488269,0.8382015824317932,0.6880689809477936,0.8169985711574554,0.7427657246589661,1.0,pair_000,1,571.9958979375593,398.53034370617024,0.0,0.0
0.9393008501952909,0.5025839298501882,0.8722559809684753,0.798582497110743,0.7536193430423737,0.7181428670883179,1.0,pair_001,1,373.394215556507,522.6150317343146,373.49449558894446,522.5705404729125
0.030418253695861458,0.0013937437013907296,0.697500467300415,0.3974588097926918,0.1553397085517645,0.5323389768600464,0.0,pair_002,1,506.9538393948501,470.58932107692567,0.0,0.0
0.21380722888656947,0.018453082767336454,0.860986053943634,0.83535221855641,0.6775414943695068,0.6648268699645996,1.0,pair_003,1,607.6968809170181,645.8140267959674,0.0,0.0
0.8336105827711408,0.02952028091790515,0.7259329557418823,0.6640213253490573,0.23526804707944393,0.6172334551811218,0.0,pair_004,1,560.304385883243,505.4287915025294,0.0,0.0
0.34089019374740187,0.06409951313577461,0.8726896047592163,0.6989719343222702,0.2357647381722927,0.7137600779533386,0.0,pair_005,1,492.8803672127779,373.9741749168665,0.0,0.0
0.06920918471653013,0.009737169889643758,0.7036585211753845,0.3275798504936821,0.20087072998285294,0.5229330658912659,0.0,pair_006,1,575.80239958051,444.3205630964013,0.0,0.0
0.9126342140254174,0.09473385018058411,0.8541385531425476,0.7942155284674346,0.5782178565859795,0.7360213994979858,0.0,pair_007,1,593.4639558322576,511.994170997082,0.0,0.0
0.9388054131701601,0.2566125537933509,0.7827922105789185,0.5956831188877767,0.492853045463562,0.6723376512527466,1.0,pair_008,1,422.47519132408166,450.34835894814296,442.41542203940935,451.450930560376
0.6119737933136875,0.016276418552025218,0.8905602693557739,0.7795401104125691,0.29329460859298706,0.7085001468658447,1.0,pair_009,1,563.0039110938745,430.0475336900847,0.0,0.0
0.9046659485654094,0.0020350506026718396,0.7133691906929016,0.546750749120607,0.40290841832756996,0.5656952261924744,1.0,pair_010,1,417.9476615652271,379.3784667651839,418.5,375.5
0.963110741146089,0.053498192476640005,0.8794574737548828,0.8525408945343766,0.3374340180307627,0.6408504247665405,1.0,pair_011,1,419.3732733102879,570.9308170645421,419.1658868682338,570.9354167546222
0.5360214234869294,0.06999511159345989,0.8191714882850647,0.5603433568875249,0.40079165995121,0.7190827131271362,1.0,pair_012,1,415.3336028778185,532.7045826839757,0.0,0.0
0.8655650756516637,0.7403784208557839,0.8775079250335693,0.7060239067262477,0.545553769916296,0.742630124092102,1.0,pair_013,1,502.2262516372216,399.6174248178575,502.518586956735,399.58376865509496
0.7628828120510643,0.04260205650337734,0.7607360482215881,0.6452838515395077,0.45137492567300797,0.6327114701271057,1.0,pair_014,1,553.5988731132766,605.6026301285106,387.99511693620786,381.01941250098326
0.9229879651900139,0.00376357348378209,0.8833754062652588,0.8499042294963868,0.7004461735486984,0.7619365453720093,0.0,pair_015,1,569.1270705065555,421.203732513507,0.0,0.0
0.6840895735473947,0.09079737424553602,0.8090254664421082,0.5881301947319464,0.7965596318244934,0.6858733296394348,1.0,pair_016,1,477.5328038616003,586.1320035095774,478.4500766656233,662.5118837788026
0.17542132919622783,0.003086475054723925,0.8173814415931702,0.7789306194151855,0.682934582233429,0.6258792281150818,0.0,pair_017,1,536.4555630659518,415.1719385817246,0.0,0.0
0.1377020719670342,0.010251401594492171,0.8275638818740845,0.7540823620037974,0.7735446095466614,0.6526277661323547,1.0,pair_018,1,633.8302029584735,529.3771388419595,0.0,0.0
0.7806770065653151,0.0056963491380783715,0.8870230317115784,0.8563604088217296,0.8561718761920929,0.6907950639724731,1.0,pair_019,1,462.50661641112623,460.2952345169986,462.81973429075913,460.230999373619
0.9158659012155893,0.011357052813600887,0.807794988155365,0.7762297291869225,0.4952865168452263,0.734037458896637,1.0,pair_020,1,359.5974759091987,466.8878186295023,576.9013953371787,459.16249689877054
0.8455868834420848,0.6940558335888325,0.8821737170219421,0.8093518471063045,0.7609666883945465,0.7446856498718262,1.0,pair_021,1,465.1522506975749,532.2503646150753,465.0504112830255,532.2187343250473
0.9694151297395627,0.22174647816655368,0.7160031199455261,0.5477519407556622,0.402451328933239,0.6095275282859802,0.0,pair_022,1,445.9727890984229,353.832497318668,442.65100052746413,353.5874174030195
0.9743717354255884,0.46840980236207175,0.8701419234275818,0.8620583692580446,0.4695935696363449,0.6110996603965759,0.0,pair_023,1,357.48726056680914,561.5979415955231,357.268740029777,561.7062202828068
0.02775082881220442,0.006274812201692299,0.7902447581291199,0.6298419735821796,0.05849236622452736,0.5913888812065125,0.0,pair_024,1,366.6139153673995,627.9868842791703,0.0,0.0
0.21577226594797363,0.20809501172938785,0.8332489728927612,0.6938539146975422,0.7013469487428665,0.7146769762039185,0.0,pair_025,1,379.1116367088906,515.4013269230493,0.0,0.0
0.7913241487774937,0.17605110264531854,0.7138305306434631,0.6224682972070686,0.1869297083467245,0.5437084436416626,1.0,pair_026,1,514.0043003399667,617.9084304340807,513.9979639315527,617.9619094048236
0.9791443522408148,0.0052150087486010355,0.8390493392944336,0.7596352280959865,0.4869701713323593,0.6055803894996643,0.0,pair_027,1,603.9420312048406,417.7763906775965,0.0,0.0
0.9126346495069324,0.15451771144110749,0.7668560743331909,0.7474908531923533,0.3998921290040016,0.6369202136993408,0.0,pair_028,1,477.91187520368914,439.8842365822546,478.04985212343104,439.9361849830313
0.2307156819339631,0.14630591721281672,0.8743578791618347,0.726068854023256,0.4136562708299607,0.7208937406539917,1.0,pair_029,1,505.0122385387808,618.7091177721555,0.0,0.0
0.2563106906944701,0.12611153807241232,0.7814427018165588,0.7004568888375248,0.3819774314761162,0.6170772910118103,0.0,pair_030,1,436.1278420959197,611.0108527600154,0.0,0.0
0.05361166166586256,0.04310790540732869,0.8303773403167725,0.6994719244636436,0.7937812358140945,0.6803204417228699,1.0,pair_031,1,515.2050624964362,524.1079983471228,0.0,0.0
0.7968851800355824,0.06357294822325188,0.79792720079422,0.7140306109306969,0.4927310049533844,0.6614280939102173,1.0,pair_032,1,471.0536823948475,488.1316627573783,478.039110064621,409.0585757643235
0.9801513577557006,0.6453769292138603,0.9072321653366089,0.8425503989333194,0.351089880336076,0.7394042611122131,1.0,pair_033,1,506.487300176383,415.4853036556477,506.52742141113526,415.50205679406486
0.009430772706897966,0.0013118715838975111,0.772983968257904,0.6231940782319031,0.013599935919046402,0.5315387845039368,0.0,pair_034,1,600.6392691360397,427.2759208637932,0.0,0.0
0.9497477569534037,0.1165549947647444,0.8737549185752869,0.8314155249368145,0.5901972055435181,0.7150258421897888,0.0,pair_035,1,381.3987859700967,390.8476615420415,380.72556243710824,390.8872339001392
0.39359120253163415,0.08247302071738505,0.7491812705993652,0.460281270805703,0.10002886271104217,0.5946843028068542,0.0,pair_036,1,369.9263348959626,591.9291431014253,0.0,0.0
0.6533569956238199,0.18254290125547545,0.8703320026397705,0.8120568239799524,0.5675362050533295,0.6860576868057251,0.0,pair_037,1,637.3473505721319,414.3333441028385,0.0,0.0
0.9029337444674467,0.06356050250536394,0.7897974252700806,0.7950317785758336,0.28322036005556583,0.701924741268158,1.0,pair_038,1,363.5338391870325,490.2092338110844,436.93904999988183,494.927980581711
0.599606204965717,0.08586041238014464,0.8713593482971191,0.7888091684011789,0.5052716434001923,0.6549589037895203,0.0,pair_039,1,414.3196668371812,445.5629858295304,0.0,0.0
0.03176164586501183,0.02038354603093353,0.7318063974380493,0.6442680302165806,-0.01090126484632492,0.579247772693634,0.0,pair_040,1,630.593738588206,591.0880887782025,0.0,0.0
0.8626685196266493,0.030379596346588267,0.9148983359336853,0.8731976513358861,0.622421458363533,0.7296680808067322,0.0,pair_041,1,377.178171218729,679.0484563009845,0.0,0.0
0.8646250159164858,0.017204209915391844,0.8139994740486145,0.6819781223354425,0.5922206938266754,0.714783251285553,1.0,pair_042,1,668.4494920156358,568.0786817680777,401.4850201363962,592.6730766206362
0.19660792779520841,0.05723158166323558,0.8715621829032898,0.6538763925576226,0.7922142595052719,0.7039548754692078,1.0,pair_043,1,564.7977986922531,533.8204042709664,0.0,0.0
0.8940313079550573,0.2742384358084794,0.7517604231834412,0.7092434713221303,0.4412873834371567,0.5699567794799805,1.0,pair_044,1,488.5538592082335,610.1011136314564,481.1840546150653,391.05355700718843
0.9572085661474549,0.08889191458753254,0.8788092732429504,0.7116328551371853,0.41338856518268585,0.7559630870819092,1.0,pair_045,1,375.918386738488,572.8570018542118,629.5456183678418,594.5491257064916
0.14780064149699867,0.06029241265270516,0.7451354265213013,0.44808444014342635,0.46614358574151993,0.5756781697273254,0.0,pair_046,1,443.0353460101062,368.1839792604088,0.0,0.0
0.9497106948720714,0.006210962073628812,0.8536922335624695,0.808609548117537,0.6740150600671768,0.6484697461128235,0.0,pair_047,1,500.265199440106,488.8036102103926,0.0,0.0
0.884498584014869,0.01869081978735021,0.7564607858657837,0.6970349316276606,0.5530628263950348,0.5647173523902893,1.0,pair_048,1,372.2592562218046,453.5909777894977,375.06844972765515,394.96969718034836
0.878448355100818,0.4974584707138252,0.8790343999862671,0.8500574051526751,0.3544451077468693,0.690742015838623,0.0,pair_049,1,435.9720122977421,504.35336785436,435.8941444992787,504.31344579849997
0.881219654092566,0.2659334510205402,0.8428255915641785,0.596946619723542,0.69649937748909,0.7295138239860535,1.0,pair_050,1,523.0402884416775,624.2321491754209,524.3766396255289,588.661160166251
0.8481220633495891,0.09168629023775599,0.8802597522735596,0.7347137375617294,0.33777104248292744,0.7180625796318054,0.0,pair_051,1,583.0687185699024,574.3139849533147,0.0,0.0
