pair_id,set_type,gt_found,pred_found,loc_err,scale_err,theta_err,score,failure_mode
pair_000,SetA,1,0,-1.0,8.906189684526892,0.9442014439113252,0.6773637537002463,PRESENCE_FALSE_NEGATIVE
pair_001,SetA,1,1,0.10970668733858964,0.061220457344363766,0.3108098545825282,0.9550590071912154,SUBPIXEL_SUCCESS
pair_002,SetA,1,0,-1.0,11.693066826665689,1.96306686038372,0.6018635402248157,PRESENCE_FALSE_NEGATIVE
pair_003,SetA,1,0,-1.0,8.839181877687723,1.9612051475025936,0.6805562140831082,PRESENCE_FALSE_NEGATIVE
pair_004,SetA,1,0,-1.0,11.883563444564494,3.166196187846392,0.6062064230433549,PRESENCE_FALSE_NEGATIVE
pair_005,SetA,1,1,3.6202116250038117,0.02229751473417707,0.09606535588806331,0.9210039825181664,IN_BOUNDS_SUCCESS
pair_006,SetA,1,0,-1.0,11.548438869676003,1.233058771464365,0.6018355433501856,PRESENCE_FALSE_NEGATIVE
pair_007,SetA,1,1,0.9662952277254764,0.08535845581690538,0.021708103013299507,0.914757241350932,SUBPIXEL_SUCCESS
pair_008,SetA,1,1,0.15365701744186908,0.062300399015345675,0.12310858007712167,0.8785562900705906,SUBPIXEL_SUCCESS
pair_009,SetA,1,1,0.14580267736498306,0.08430754628743387,0.0927455292524022,0.9386116444651256,SUBPIXEL_SUCCESS
pair_010,SetA,1,1,3.9175990345061105,0.050805863748207614,0.0893638952180753,0.9495590154578618,IN_BOUNDS_SUCCESS
pair_011,SetA,1,1,0.20743744477959217,0.05868499857916376,0.08934074730958796,0.9592864134443388,SUBPIXEL_SUCCESS
pair_012,SetA,1,1,0.10777078900323857,0.010839903015718022,0.14005444205362494,0.9284966133546416,SUBPIXEL_SUCCESS
pair_013,SetA,1,1,0.29426633570103955,0.11164656207016144,0.028929556695903358,0.9572986802835524,SUBPIXEL_SUCCESS
pair_014,SetA,1,0,-1.0,10.912291628466969,1.558736066139066,0.6861964159892543,PRESENCE_FALSE_NEGATIVE
pair_015,SetA,1,1,0.4168750581832808,0.007515229888554131,0.13502903518365494,0.8929007698393194,SUBPIXEL_SUCCESS
pair_016,SetA,1,1,4.632119666640049,0.04278817493087317,0.0667486523805767,0.9519480764895544,IN_BOUNDS_SUCCESS
pair_017,SetA,1,0,-1.0,8.97877119378156,4.067509923316584,0.58706218912882,PRESENCE_FALSE_NEGATIVE
pair_018,SetA,1,0,-1.0,9.186375492262773,0.2863939901769177,0.6817321887883153,PRESENCE_FALSE_NEGATIVE
pair_019,SetA,1,1,0.31963879644186244,0.035375579086988296,0.0869688924011629,0.915920235750466,SUBPIXEL_SUCCESS
pair_020,SetA,1,0,-1.0,9.27796825375544,2.0226480356539795,0.7512269605896822,PRESENCE_FALSE_NEGATIVE
pair_021,SetA,1,1,0.10663836834380212,0.029387930389386696,0.2509586195403575,0.9503945383312592,SUBPIXEL_SUCCESS
pair_022,SetA,1,1,3.330817238337581,0.09153385035239126,0.06463819958223205,0.9311515064606768,IN_BOUNDS_SUCCESS
pair_023,SetA,1,1,0.24387599148889938,0.008223317382558548,0.009377485861119084,0.930667633810446,SUBPIXEL_SUCCESS
pair_024,SetA,1,0,-1.0,9.3812787187611,3.869408942649408,0.6048909273306389,PRESENCE_FALSE_NEGATIVE
pair_025,SetA,1,1,0.6905945565202054,0.010458393694147361,0.06851670622973183,0.923812012491804,SUBPIXEL_SUCCESS
pair_026,SetA,1,1,0.05385304432715639,0.06486963059209927,0.0858817398312488,0.9447200504953308,SUBPIXEL_SUCCESS
pair_027,SetA,1,0,-1.0,10.122298773883395,4.66048258530244,0.7894946486941254,PRESENCE_FALSE_NEGATIVE
pair_028,SetA,1,1,0.1474322445217545,0.040366463194182245,0.06789753976567237,0.9255709671181512,SUBPIXEL_SUCCESS
pair_029,SetA,1,0,-1.0,11.11090566392888,2.3827737948296948,0.692268926121692,PRESENCE_FALSE_NEGATIVE
pair_030,SetA,1,0,-1.0,10.172257531768713,4.324207155868935,0.5908575568928276,PRESENCE_FALSE_NEGATIVE
pair_031,SetA,1,0,-1.0,11.700371578194344,0.020471544724149,0.6709091788476188,PRESENCE_FALSE_NEGATIVE
pair_032,SetA,1,1,0.08202203088356201,0.011677108420157012,0.11995258970811307,0.9294929444946444,SUBPIXEL_SUCCESS
pair_033,SetA,1,1,0.043478513370077285,0.0295021273568441,0.023880722829972,0.9643304967843712,SUBPIXEL_SUCCESS
pair_034,SetA,1,0,-1.0,8.854218054076412,4.316875712055294,0.6048350595409481,PRESENCE_FALSE_NEGATIVE
pair_035,SetA,1,1,0.6743855699041549,0.08043662567578913,0.03444846986589489,0.9133395367498162,SUBPIXEL_SUCCESS
pair_036,SetA,1,0,-1.0,11.018218160766835,3.480580895971622,0.6228110362054355,PRESENCE_FALSE_NEGATIVE
pair_037,SetA,1,1,0.3444872463045183,0.02315221487323349,0.0495234894709462,0.9184121129763484,SUBPIXEL_SUCCESS
pair_038,SetA,1,0,-1.0,9.3118251640608,3.653932826138152,0.7036397851002363,PRESENCE_FALSE_NEGATIVE
pair_039,SetA,1,1,0.4339479188406073,0.10938055433120653,0.03966743981998899,0.8899720258843707,SUBPIXEL_SUCCESS
pair_040,SetA,1,0,-1.0,11.350862475242376,3.903935329654246,0.6085954882407332,PRESENCE_FALSE_NEGATIVE
pair_041,SetA,1,1,0.09847298744595785,0.02695540495281712,0.04088193971497134,0.8767312443183656,SUBPIXEL_SUCCESS
pair_042,SetA,1,0,-1.0,9.000358492156733,2.991798624278717,0.6899817851143071,PRESENCE_FALSE_NEGATIVE
pair_043,SetA,1,0,-1.0,9.182870746798272,0.2819874965089788,0.6758637259340501,PRESENCE_FALSE_NEGATIVE
pair_044,SetA,1,0,-1.0,11.6117267036346,2.024734924987392,0.6859598409445897,PRESENCE_FALSE_NEGATIVE
pair_045,SetA,1,0,-1.0,10.270378923458068,4.883125662127704,0.698898720863152,PRESENCE_FALSE_NEGATIVE
pair_046,SetA,1,0,-1.0,11.237285430720764,1.4093359125804108,0.586495413820454,PRESENCE_FALSE_NEGATIVE
pair_047,SetA,1,1,0.24111322141802735,0.04270991317756767,0.010765489762098568,0.9379030434975172,SUBPIXEL_SUCCESS
pair_048,SetA,1,0,-1.0,11.445229253128096,2.59256056644938,0.682077043104513,PRESENCE_FALSE_NEGATIVE
pair_049,SetA,1,1,0.08750522602462404,0.05668760128473416,0.22638975994823696,0.9106966448097604,SUBPIXEL_SUCCESS
pair_050,SetA,1,0,-1.0,8.089668815387185,1.9794628658522848,0.6884373326143063,PRESENCE_FALSE_NEGATIVE
pair_051,SetA,1,1,0.15105022232423,0.12928310603542137,0.14639200851745304,0.9227411036828056,SUBPIXEL_SUCCESS
pair_052,SetA,1,1,3.2481561987049865,0.005906230985120331,0.27406091504171126,0.9301489477092229,IN_BOUNDS_SUCCESS
pair_053,SetA,1,1,0.2770797707593913,0.11514317052843737,0.20781137420874973,0.8831298879379071,SUBPIXEL_SUCCESS
pair_054,SetA,1,1,0.16448209969363134,0.06513881677044964,0.2040114875919059,0.9427429693005924,SUBPIXEL_SUCCESS
pair_055,SetA,1,1,0.1824852861663119,0.0096382623450193,0.0697938147128978,0.9391321081461286,SUBPIXEL_SUCCESS
pair_056,SetA,1,0,-1.0,9.09806019061035,2.247483619682887,0.6079015883631299,PRESENCE_FALSE_NEGATIVE
pair_057,SetA,1,1,3.700964470289533,0.0764157743043441,0.01515356491157327,0.9204870147390792,IN_BOUNDS_SUCCESS
pair_058,SetA,1,0,-1.0,8.065466782548414,0.6158249936142601,0.5889804624977317,PRESENCE_FALSE_NEGATIVE
pair_059,SetA,1,1,0.05885413659477415,0.0809488747988496,0.03979712667463797,0.9592845368090328,SUBPIXEL_SUCCESS
pair_060,SetA,1,0,-1.0,11.161132102027924,2.3057867458450043,0.5866723766188101,PRESENCE_FALSE_NEGATIVE
pair_061,SetA,1,0,-1.0,11.069189775995708,1.9696099430669236,0.6810498785854137,PRESENCE_FALSE_NEGATIVE
pair_062,SetA,1,1,4.222679906985418,0.043013534069840986,0.13999731884277722,0.9162025278567504,IN_BOUNDS_SUCCESS
pair_063,SetA,1,1,0.12287324591241254,0.022430554325369556,0.00022152344545034452,0.9204160580402724,SUBPIXEL_SUCCESS
pair_064,SetA,1,1,4.959692864833457,0.08331496966146013,0.1102471981564932,0.9517533601634728,IN_BOUNDS_SUCCESS
pair_065,SetA,1,1,0.17564038981910005,0.05030699555817364,0.04383697557273214,0.9479168512386446,SUBPIXEL_SUCCESS
pair_066,SetA,1,1,0.1850783475791646,0.006105032512959241,0.0816435443063615,0.9247806632898352,SUBPIXEL_SUCCESS
pair_067,SetA,1,1,0.06371151479609902,0.08968033906623596,0.018904128952426547,0.9202917100647522,SUBPIXEL_SUCCESS
pair_068,SetA,1,0,-1.0,10.83914514473732,4.574738111665347,0.6047074225843868,PRESENCE_FALSE_NEGATIVE
pair_069,SetA,1,1,0.26746478286368514,0.04276262197276104,0.030553541544780016,0.8958683816538378,SUBPIXEL_SUCCESS
pair_070,SetB,1,0,-1.0,10.793949967100176,3.675030004050472,0.7055966417127737,PRESENCE_FALSE_NEGATIVE
pair_071,SetB,1,1,0.1453612917440095,0.023566865776148305,0.311592338526987,0.953366713074223,SUBPIXEL_SUCCESS
pair_072,SetB,1,1,4.6745456441134365,0.0481461242826704,0.17950314610597307,0.9318278123836312,IN_BOUNDS_SUCCESS
pair_073,SetB,1,0,-1.0,10.877932124290403,1.430869050232289,0.6966231835538674,PRESENCE_FALSE_NEGATIVE
pair_074,SetB,1,1,0.031803610596259364,0.0009808412381868692,0.0393709137902325,0.9281344331921104,SUBPIXEL_SUCCESS
pair_075,SetB,1,0,-1.0,10.385126776815884,0.0078429336396137,0.6709650018333231,PRESENCE_FALSE_NEGATIVE
pair_076,SetB,1,0,-1.0,10.910273427908958,0.9382020045160592,0.691838093684178,PRESENCE_FALSE_NEGATIVE
pair_077,SetB,1,1,2.288069588417218,0.1299507875732413,0.29515858355348445,0.9059769559518196,IN_BOUNDS_SUCCESS
pair_078,SetB,1,0,-1.0,8.856183267544658,3.672322769702895,0.7707164883304907,PRESENCE_FALSE_NEGATIVE
pair_079,SetB,1,1,0.21071552641115793,0.01116627675420645,0.12168120591744724,0.9256389585529043,SUBPIXEL_SUCCESS
pair_080,SetB,1,0,-1.0,11.14776698568926,1.8239668564277445,0.5931503462027201,PRESENCE_FALSE_NEGATIVE
pair_081,SetB,1,1,0.10849604742064888,0.10083756340110206,0.3297917779597333,0.894183230117568,SUBPIXEL_SUCCESS
pair_082,SetB,1,0,-1.0,8.22395424751932,3.1226545332110813,0.59849310605991,PRESENCE_FALSE_NEGATIVE
pair_083,SetB,1,0,-1.0,8.546717976510179,4.49751327734673,0.6684536315321951,PRESENCE_FALSE_NEGATIVE
pair_084,SetB,1,1,0.13082990025363928,0.01355646368958574,0.0828052261076575,0.9306431040145532,SUBPIXEL_SUCCESS
